19:09:11.691 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:09:26.758 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:09:42.302 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2a6b58879030f118c65294a86f43a75b)] -> xpath: //button[normalize-space()='SAVE']]
19:09:42.371 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:09:57.450 [main] INFO  com.billhub.qa.base.TestBase - Checking if success toast is displayed for message: Invoice created successfully.
19:10:12.514 [main] ERROR com.billhub.qa.base.TestBase - TimeoutException: Success toast not displayed for message - Invoice created successfully.
19:10:12.516 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:10:27.724 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:10:43.485 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:10:58.522 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2a6b58879030f118c65294a86f43a75b)] -> xpath: //button[normalize-space()='Done']]
19:10:59.760 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:11:15.267 [main] INFO  com.billhub.qa.base.TestBase - Checking if success toast is displayed for message: Invoice Number Exist try another!
19:11:30.333 [main] ERROR com.billhub.qa.base.TestBase - TimeoutException: Success toast not displayed for message - Invoice Number Exist try another!
19:11:30.345 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:11:45.373 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:12:00.589 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:15:59.312 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:16:14.383 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
19:16:15.050 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //span[normalize-space()='Create Memo']]
19:16:18.078 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:16:33.755 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:16:49.227 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:17:04.706 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:17:19.759 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:17:35.291 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[normalize-space()='SAVE']]
19:17:35.369 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:17:50.446 [main] INFO  com.billhub.qa.base.TestBase - Checking if success toast is displayed for message: Invoice created successfully.
19:18:05.524 [main] ERROR com.billhub.qa.base.TestBase - TimeoutException: Success toast not displayed for message - Invoice created successfully.
19:18:05.569 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:18:20.838 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:18:36.773 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:18:51.882 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[normalize-space()='Done']]
19:18:52.846 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:19:07.941 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:19:23.069 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:19:38.153 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //tbody/tr[1]/td[1]]
19:19:38.448 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[normalize-space()='SAVE']]
19:19:39.285 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:19:54.401 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:20:10.672 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:20:26.387 [main] INFO  com.billhub.qa.base.TestBase - Checking if success toast is displayed for message: Invoice Number Exist try another!
19:20:26.615 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:20:41.650 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:20:56.914 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:21:12.928 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:21:27.992 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[normalize-space()='Done']]
19:21:28.985 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:21:44.114 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:21:59.231 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:22:14.295 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //tbody/tr[1]/td[1]]
19:22:14.662 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:22:29.684 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (133e4438ddabec774cc3c686cdf4360a)] -> xpath: //button[normalize-space()='SAVE']]
19:26:11.150 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
