17:54:04.777 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
17:54:24.852 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (f0c6e5153f92e1b33a8d1095292bff07)] -> xpath: //button[@class='btn btn-link']]
17:54:24.975 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (f0c6e5153f92e1b33a8d1095292bff07)] -> xpath: //*[@id="sidebar"]/div[1]/perfect-scrollbar/div/div[1]/div[2]/ul/li[3]/a]
17:54:25.642 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (f0c6e5153f92e1b33a8d1095292bff07)] -> xpath: //*[@id="sidebar"]/div[1]/perfect-scrollbar/div/div[1]/div[2]/ul/li[3]/div/ul/li[4]/a]
17:54:26.282 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
17:56:24.230 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
17:56:44.306 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (5de709246ae7ef24c3bc34c1b6ae9346)] -> xpath: //button[@class='btn btn-link']]
17:56:44.432 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (5de709246ae7ef24c3bc34c1b6ae9346)] -> xpath: //*[@id="sidebar"]/div[1]/perfect-scrollbar/div/div[1]/div[2]/ul/li[3]/a]
17:56:45.096 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (5de709246ae7ef24c3bc34c1b6ae9346)] -> xpath: //*[@id="sidebar"]/div[1]/perfect-scrollbar/div/div[1]/div[2]/ul/li[3]/div/ul/li[4]/a]
17:56:45.742 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
17:57:06.112 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (5de709246ae7ef24c3bc34c1b6ae9346)] -> xpath: //*[@id="ngb-typeahead-0-0"]]
17:58:29.176 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
17:58:49.238 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (408bff3ac0ad38603f2e6b58894896a7)] -> xpath: //button[@class='btn btn-link']]
17:58:49.370 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (408bff3ac0ad38603f2e6b58894896a7)] -> xpath: //*[@id="sidebar"]/div[1]/perfect-scrollbar/div/div[1]/div[2]/ul/li[3]/a]
