21:27:13.574 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:27:28.781 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element visibility: By.xpath: //button[@type='submit']
21:27:28.811 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: //button[@type='submit']]
21:27:29.530 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element visibility: By.xpath: /html/body/modal-container/div/div/app-memo-submit-confirm/div[3]/div/div[2]/button
21:27:30.093 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: /html/body/modal-container/div/div/app-memo-submit-confirm/div[3]/div/div[2]/button]
21:27:30.158 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:27:45.369 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:28:00.401 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
21:28:00.724 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: //span[normalize-space()='Create Memo']]
21:28:01.606 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:28:16.824 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:28:31.873 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
21:28:32.091 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:28:47.204 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element visibility: By.cssSelector: .btn.btn-warning.btn-acknowledge
21:28:51.543 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> css selector: .btn.btn-warning.btn-acknowledge]
21:28:51.642 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:29:06.704 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:29:21.792 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
21:29:36.877 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b53bc4e76aa230a449a23e0e098fdc06)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
