10:40:30.109 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:40:45.168 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (aa87dcdc6cc63ab4ca2b027527bda711)] -> xpath: //button[normalize-space()='Done']]
10:40:45.268 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:41:00.445 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:41:15.552 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:41:30.697 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:41:45.737 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (aa87dcdc6cc63ab4ca2b027527bda711)] -> xpath: //td[@scope='row']//input[@type='checkbox']]
10:41:46.042 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:42:01.127 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (aa87dcdc6cc63ab4ca2b027527bda711)] -> xpath: //button[normalize-space()='SAVE']]
10:42:01.225 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:42:16.481 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:42:32.112 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:42:47.450 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:43:02.554 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (aa87dcdc6cc63ab4ca2b027527bda711)] -> xpath: //button[normalize-space()='Done']]
10:43:02.649 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
10:43:17.800 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:42:36.781 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:42:51.935 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
11:42:52.726 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //span[normalize-space()='Create Memo']]
11:42:59.103 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:43:14.160 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:43:29.891 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:43:46.839 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:44:02.465 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:44:17.535 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //button[normalize-space()='Done']]
11:44:17.879 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:44:33.220 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:44:48.462 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:45:03.808 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:45:18.909 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //tbody/tr[1]/td[1]]
11:45:19.574 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:45:34.633 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //button[normalize-space()='SAVE']]
11:45:34.741 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:45:50.130 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:46:06.297 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:46:21.928 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:46:37.026 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (df42f1a187c72c5fb47e60cf6ed39556)] -> xpath: //button[normalize-space()='Done']]
11:46:37.297 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:46:52.587 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:52:01.687 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:52:16.809 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
11:52:17.385 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //span[normalize-space()='Create Memo']]
11:52:23.573 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:52:38.643 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:52:54.493 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:53:11.336 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:53:26.965 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:53:42.085 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //button[normalize-space()='Done']]
11:53:42.467 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:53:57.696 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:54:13.018 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:54:28.351 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:54:43.444 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //tbody/tr[1]/td[1]]
11:54:44.070 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:54:59.196 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //button[normalize-space()='SAVE']]
11:54:59.555 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:55:15.156 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:55:31.150 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:55:46.700 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:56:01.806 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (2328f544b64e2ea18db257efaf8a8730)] -> xpath: //button[normalize-space()='Done']]
11:56:02.230 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
11:56:17.543 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
12:08:29.196 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
12:08:48.556 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (7d3bbf9b64baaa230c7f0dfbfb6a609b)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
12:09:52.602 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
12:10:10.857 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (b783120aa304e398d9c7ae0b7b5c35ce)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
12:10:32.896 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
12:10:48.046 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (dabd591407c96dc8ad51962a7f60dfc0)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
12:10:48.515 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (dabd591407c96dc8ad51962a7f60dfc0)] -> xpath: //span[normalize-space()='Create Memo']]
