18:02:39.018 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:02:54.136 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ce00ad63af96f0db6f4997c710e2fd5f)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
18:02:54.627 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ce00ad63af96f0db6f4997c710e2fd5f)] -> xpath: //span[normalize-space()='Create Memo']]
18:03:03.131 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:03:18.590 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:03:35.083 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:03:50.176 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ce00ad63af96f0db6f4997c710e2fd5f)] -> xpath: //button[normalize-space()='Done']]
18:03:51.452 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:04:06.864 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:04:22.219 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:04:37.993 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:04:53.084 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ce00ad63af96f0db6f4997c710e2fd5f)] -> xpath: //tbody/tr[1]/td[1]]
18:04:54.003 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ce00ad63af96f0db6f4997c710e2fd5f)] -> xpath: //button[normalize-space()='SAVE']]
18:04:54.813 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:05:10.232 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
18:05:25.501 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
