19:57:20.408 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:57:35.461 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (9263ddfebb3aa6ac5d8aea611a67102a)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
19:57:35.903 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (9263ddfebb3aa6ac5d8aea611a67102a)] -> xpath: //span[normalize-space()='Create Memo']]
19:57:36.827 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
19:57:51.854 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (9263ddfebb3aa6ac5d8aea611a67102a)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
20:02:45.947 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:03:01.020 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (c1573f8dd090f7d53c4be7379198e63d)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
20:03:01.406 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (c1573f8dd090f7d53c4be7379198e63d)] -> xpath: //span[normalize-space()='Create Memo']]
20:03:02.302 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:03:17.365 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (c1573f8dd090f7d53c4be7379198e63d)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
20:16:39.560 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:16:54.656 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ea4c2bf26970ecb37a9bb4841c9855b8)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
20:16:56.028 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ea4c2bf26970ecb37a9bb4841c9855b8)] -> xpath: //span[normalize-space()='Create Memo']]
20:16:56.939 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:17:11.970 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (ea4c2bf26970ecb37a9bb4841c9855b8)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
20:22:05.126 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:22:20.197 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (4f386acfe38541489f24b061eb9a4d8d)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
20:22:20.520 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (4f386acfe38541489f24b061eb9a4d8d)] -> xpath: //span[normalize-space()='Create Memo']]
20:22:21.433 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:22:36.481 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (4f386acfe38541489f24b061eb9a4d8d)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
20:22:36.659 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:23:06.799 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@id="main"]/main/div/div/app-upload/div/div/div[3]/div[2]/button'
20:24:36.565 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:24:51.629 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (60af7978e21596d230a4cf5f12f40647)] -> xpath: //button[@class='btn btn-primary ng-star-inserted']]
20:24:51.899 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (60af7978e21596d230a4cf5f12f40647)] -> xpath: //span[normalize-space()='Create Memo']]
20:24:52.798 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
20:25:07.836 [main] INFO  com.billhub.qa.base.TestBase - Waiting for web element to be clickable: [[ChromeDriver: chrome on windows (60af7978e21596d230a4cf5f12f40647)] -> xpath: /html/body/modal-container/div/div/app-add-po-popup/div[2]/div[2]/div[1]/table/tbody/tr[1]/td[1]/div/input]
20:25:08.033 [main] INFO  com.billhub.qa.base.TestBase - Waiting for element invisibility: By.className: modal-container
